https://heasarc.gsfc.nasa.gov/cgi-bin/W3Browse/w3browse.pl

Results from heasarc_ngc2000: NGC2000.0: Complete New General Catalog and Index Catalog
Coordinate system:  Equatorial, angular diameter in minutes of arc
|name    |ra     |dec   |app_mag|app_mag_flag|limit_ang_diameter|ang_diameter|source_type|lii   |bii   |ref_revision|constellation|description                                          |class                                              |
|NGC 7453|23 01.4|-06 21|       |            |                  |            |TS         | 66.40|-56.61|AA          |Aqr          |B, vS, *11 close np                                  |                                               STAR|
|NGC 2182|06 09.5|-06 20|       |            |                  |  3.0       |Nb         |213.85|-12.20|S           |Mon          |pB** , L* neb, E 90deg +/-                           |                                  REFLECTION NEBULA|
|NGC 1689|04 53.6|-06 20|       |            |                  |            |-          |204.73|-29.03|R           |Eri          |pB, pS, lE; = 1667?                                  |                                       UNIDENTIFIED|
|NGC 357 |01 03.4|-06 20| 11.8  |            |                  |  2.6       |Gx         |131.26|-69.01|S           |Cet          |F, S, iR, sbM, *14 nf 20"                            |                                             GALAXY|
|NGC 355 |01 03.2|-06 20| 15.0  |p           |                  |            |Gx         |131.12|-69.02|R           |Cet          |eF, vS                                               |                                             GALAXY|
|NGC 1667|04 48.6|-06 19| 12.1  |            |                  |  1.5       |Gx         |204.05|-30.13|S           |Eri          |pF, pS, R, r?                                        |                                             GALAXY|
|NGC 6683|18 42.2|-06 17| 10.0  |p           |                  | 11.0       |OC         | 26.29| -0.82|S           |Sct          |Cl, vRi, vlC (in Milky Way)                          |                                  OPEN STAR CLUSTER|
|IC 394  |04 48.9|-06 17|       |            |                  |            |?          |204.06|-30.04|X           |Eri          |vF, dif (vS Cl?)                                     |                                       UNIDENTIFIED|
|NGC 1299|03 20.1|-06 17| 14.0  |p           |                  |            |Gx         |189.22|-49.01|R           |Eri          |vF, S, vlE, gbM, er                                  |                                             GALAXY|
|IC 4156 |13 05.0|-06 16|       |            |                  |            |?          |309.04| 56.44|X           |Vir          |eeF, cS, mE 140deg                                   |                                       UNIDENTIFIED|
|IC 659  |10 58.1|-06 16|       |            |                  |            |U          |259.37| 46.79|D           |Leo          |F, S, R, bM                                          |                                       UNIDENTIFIED|
|NGC 6705|18 51.1|-06 16|  5.8  |            |                  | 14.0       |OC         | 27.31| -2.78|S           |Sct          |!, Cl, vB, L, iR, Ri, *9, st 11...; = M11            |                                  OPEN STAR CLUSTER|
|IC 2101 |04 51.6|-06 15| 14.0  |p           |                  |  1.5       |Gx         |204.38|-29.44|M           |Eri          |F, E npsf, bM, prob spir                             |                                             GALAXY|
|NGC 1361|03 34.2|-06 15|       |            |                  |            |Gx         |192.08|-46.09|R           |Eri          |eF, eS, gbMN                                         |                                             GALAXY|
|NGC 61  |00 16.5|-06 14| 15.0  |p           |                  |            |Gx         | 99.68|-67.51|R           |Psc          |vF, S, iR, psvlbM                                    |                                             GALAXY|
|NGC 2185|06 11.1|-06 13|       |            |                  |  3.0       |Nb         |213.93|-11.79|S           |Mon          |*11 and 4 S st in vF, L neb                          |                                  REFLECTION NEBULA|
|NGC 2183|06 10.8|-06 13|       |            |                  |  1.0       |Nb         |213.89|-11.85|S           |Mon          |eF, S, lE, *11-12 sp                                 |                                  REFLECTION NEBULA|
|NGC 2167|06 06.9|-06 12|       |            |                  |            |-          |213.44|-12.72|R           |Mon          |nebulous *7, am 3 st                                 |                                       UNIDENTIFIED|
|NGC 3292|10 35.6|-06 11| 14.0  |p           |                  |            |Gx         |253.29| 43.22|R           |Sex          |vF, vS, lE                                           |                                             GALAXY|
